date,city,month,day_of_week,season,disruption_type,severity,duration_hours,rainfall_mm,temperature_c,aqi,wind_speed_ms,riders_affected,total_payout_inr,actual_value,threshold,has_disruption
2024-04-21,Chennai,4,6,summer,SevereAQI,Severe,4.7,34.0,35.8,480.0,4.4,15,21915,479.79,400.0,1
2024-09-29,Chennai,9,6,monsoon,Flooding,Severe,5.3,11.9,31.4,50.0,1.1,15,19230,11.9,6.0,1
2025-11-23,Delhi,11,6,winter,HeavyRain,Severe,3.7,116.5,19.8,547.0,4.7,15,19005,116.46,64.0,1
2023-05-04,Delhi,5,3,summer,SevereAQI,Severe,4.6,0.0,40.2,459.0,2.8,12,21396,459.48,400.0,1
2025-08-11,Kolkata,8,0,monsoon,Flooding,Moderate,7.9,6.0,33.4,52.0,2.0,9,7290,6.0,6.0,1
2025-07-08,Chennai,7,1,monsoon,ExtremeHeat,Moderate,7.3,118.0,44.5,76.0,4.1,14,14126,44.48,48.0,1
2024-05-13,Hyderabad,5,0,summer,SevereAQI,Moderate,2.0,24.8,41.8,400.0,4.7,13,7813,400.0,400.0,1
2025-10-03,Chennai,10,4,summer,SevereAQI,Severe,5.6,55.8,32.3,471.0,3.4,12,14688,471.07,400.0,1
2023-02-21,Mumbai,2,1,winter,SocialDisruption,Moderate,2.2,14.7,26.2,169.0,5.5,8,7392,4.0,4.0,1
2025-05-29,Delhi,5,3,summer,ExtremeHeat,Severe,3.1,41.6,48.3,116.0,2.9,18,14760,48.31,48.0,1
2025-02-16,Hyderabad,2,6,winter,ExtremeHeat,Moderate,3.1,17.6,44.8,154.0,4.4,10,14640,44.82,48.0,1
2024-05-22,Kolkata,5,2,summer,HeavyRain,Severe,11.9,108.7,34.2,58.0,6.5,9,14031,108.74,64.0,1
2025-10-29,Hyderabad,10,2,summer,SevereAQI,Severe,5.2,22.6,42.3,506.0,7.1,10,10740,506.11,400.0,1
2023-03-27,Kolkata,3,0,summer,SocialDisruption,Moderate,5.6,40.4,34.6,123.0,4.2,13,17563,6.99,4.0,1
2024-07-16,Hyderabad,7,1,monsoon,HeavyRain,Severe,10.8,124.2,29.8,92.0,6.3,9,5445,124.22,64.0,1
2023-09-15,Mumbai,9,4,monsoon,Flooding,Extreme,7.7,14.2,31.0,53.0,9.6,13,18993,14.2,6.0,1
2025-04-03,Chennai,4,3,summer,ExtremeHeat,Moderate,7.2,53.3,43.0,83.0,2.6,11,17688,43.0,48.0,1
2023-05-22,Delhi,5,0,summer,ExtremeHeat,Moderate,13.2,27.7,43.9,94.0,4.2,8,8320,43.87,48.0,1
2023-08-03,Lucknow,8,3,monsoon,SocialDisruption,Extreme,4.5,119.6,25.6,56.0,4.2,11,6666,15.78,4.0,1
2023-07-13,Bangalore,7,3,monsoon,HeavyRain,Severe,9.6,90.9,25.7,64.0,5.5,12,18852,90.94,64.0,1
2024-03-28,Mumbai,3,3,summer,ExtremeHeat,Severe,5.0,7.9,46.8,114.0,6.7,12,11112,46.76,48.0,1
2025-07-05,Kolkata,7,5,monsoon,SocialDisruption,Severe,2.6,396.7,31.9,75.0,2.9,11,15807,11.17,4.0,1
2025-04-25,Hyderabad,4,4,summer,SocialDisruption,Extreme,5.4,14.1,33.8,151.0,3.7,9,11196,15.07,4.0,1
2024-04-30,Hyderabad,4,1,summer,ExtremeHeat,Moderate,2.7,15.8,44.7,113.0,3.3,13,13182,44.71,48.0,1
2025-05-14,Hyderabad,5,2,summer,HeavyRain,Moderate,7.2,62.9,36.0,141.0,4.5,7,6475,62.92,64.0,1
2023-07-13,Pune,7,3,monsoon,HeavyRain,Moderate,3.5,30.0,25.6,44.0,4.7,12,20232,30.0,64.0,1
2025-10-10,Kolkata,10,4,summer,SevereAQI,Moderate,3.2,53.8,32.2,447.0,5.2,15,14190,446.95,400.0,1
2025-10-18,Hyderabad,10,5,summer,SocialDisruption,Moderate,13.0,36.1,43.4,118.0,2.1,17,26367,7.95,4.0,1
2023-12-29,Hyderabad,12,4,winter,SevereAQI,Extreme,8.4,8.5,19.5,526.0,8.0,10,11020,525.76,400.0,1
2025-04-25,Pune,4,4,summer,SocialDisruption,Severe,12.7,20.3,39.3,53.0,3.9,14,9646,10.45,4.0,1
2024-01-22,Pune,1,0,winter,SocialDisruption,Moderate,10.0,3.9,19.2,110.0,3.1,8,8704,7.24,4.0,1
2024-12-05,Hyderabad,12,3,winter,HeavyRain,Moderate,6.6,30.0,20.2,145.0,5.5,16,18880,30.0,64.0,1
2024-01-07,Delhi,1,6,winter,SocialDisruption,Severe,8.9,13.0,21.4,461.0,2.5,12,11436,10.35,4.0,1
2023-08-01,Mumbai,8,1,monsoon,ExtremeHeat,Extreme,11.2,389.3,50.6,68.0,2.9,14,22162,50.6,48.0,1
2023-03-14,Mumbai,3,1,summer,ExtremeHeat,Moderate,4.7,3.0,43.0,98.0,2.6,13,22009,43.0,48.0,1
2024-09-21,Delhi,9,5,monsoon,SocialDisruption,Moderate,7.4,121.2,31.9,71.0,4.9,9,7119,6.86,4.0,1
2024-01-25,Kolkata,1,3,winter,SocialDisruption,Severe,7.2,6.0,10.0,251.0,5.4,10,11830,12.07,4.0,1
2025-07-31,Delhi,7,3,monsoon,HeavyRain,Severe,6.5,91.9,33.1,92.0,5.3,14,20300,91.89,64.0,1
2024-08-29,Bangalore,8,3,monsoon,SevereAQI,Severe,2.0,82.5,26.4,475.0,0.5,20,18560,474.5,400.0,1
2023-05-14,Bangalore,5,6,summer,SocialDisruption,Severe,2.9,69.8,29.3,56.0,5.7,10,12780,11.61,4.0,1
2024-05-12,Delhi,5,6,summer,HeavyRain,Moderate,10.4,30.0,38.3,157.0,3.9,9,9801,30.0,64.0,1
2023-05-12,Mumbai,5,4,summer,SocialDisruption,Moderate,10.4,5.1,34.5,60.0,4.4,11,16577,4.41,4.0,1
2024-10-24,Hyderabad,10,3,summer,ExtremeHeat,Moderate,5.8,14.0,45.9,150.0,4.4,15,14190,45.89,48.0,1
2023-11-28,Chennai,11,1,winter,Flooding,Extreme,4.1,14.6,23.1,74.0,5.9,18,15102,14.57,6.0,1
2025-06-05,Pune,6,3,monsoon,SocialDisruption,Moderate,2.5,306.0,27.6,62.0,2.3,15,20100,5.83,4.0,1
2025-04-19,Delhi,4,5,summer,SevereAQI,Extreme,2.0,13.7,40.0,515.0,5.6,19,29241,514.57,400.0,1
2025-09-27,Chennai,9,5,monsoon,SocialDisruption,Moderate,4.1,147.7,30.1,79.0,5.3,14,16884,6.69,4.0,1
2023-07-23,Mumbai,7,6,monsoon,SocialDisruption,Moderate,9.7,772.5,28.3,85.0,2.1,13,15028,6.12,4.0,1
2025-02-13,Lucknow,2,3,winter,SocialDisruption,Moderate,7.2,11.4,12.3,227.0,5.3,8,13064,5.3,4.0,1
2024-10-29,Bangalore,10,1,summer,ExtremeHeat,Severe,2.0,57.9,47.3,63.0,3.1,15,24075,47.32,48.0,1
2025-05-26,Bangalore,5,0,summer,HeavyRain,Severe,6.6,105.4,29.7,60.0,1.2,9,15291,105.38,64.0,1
2024-04-21,Kolkata,4,6,summer,SevereAQI,Extreme,9.2,13.6,32.0,543.0,6.5,7,8477,542.53,400.0,1
2025-06-03,Mumbai,6,1,monsoon,SocialDisruption,Severe,6.7,386.8,25.5,30.0,5.3,16,21808,9.53,4.0,1
2025-04-25,Bangalore,4,4,summer,ExtremeHeat,Moderate,9.5,37.9,43.6,60.0,6.2,10,13740,43.59,48.0,1
2023-05-06,Bangalore,5,5,summer,SocialDisruption,Moderate,5.6,50.5,28.2,64.0,3.1,8,12336,6.49,4.0,1
2024-12-05,Chennai,12,3,winter,Flooding,Severe,8.3,12.6,28.8,89.0,1.9,14,21742,12.62,6.0,1
2023-07-16,Bangalore,7,6,monsoon,SocialDisruption,Moderate,5.7,332.1,25.9,75.0,2.1,14,10374,9.03,4.0,1
2023-10-17,Delhi,10,1,summer,SevereAQI,Moderate,4.8,27.5,43.2,400.0,2.7,12,8436,400.0,400.0,1
2024-12-15,Ahmedabad,12,6,winter,Flooding,Severe,9.0,9.9,24.4,159.0,1.8,14,13944,9.89,6.0,1
2024-11-29,Mumbai,11,4,winter,SocialDisruption,Moderate,11.0,7.3,21.5,132.0,5.1,13,18629,6.49,4.0,1
2024-06-18,Bangalore,6,1,monsoon,HeavyRain,Severe,4.3,104.2,24.1,61.0,5.1,19,25878,104.17,64.0,1
2023-07-26,Hyderabad,7,2,monsoon,Flooding,Moderate,3.8,6.5,29.5,76.0,0.0,12,14724,6.47,6.0,1
2024-08-17,Jaipur,8,5,monsoon,Flooding,Moderate,12.1,7.6,30.5,83.0,2.7,16,17488,7.63,6.0,1
2025-05-20,Pune,5,1,summer,SocialDisruption,Severe,4.8,16.2,32.9,52.0,4.5,8,10320,10.06,4.0,1
2024-08-20,Kolkata,8,1,monsoon,Flooding,Moderate,8.9,6.0,26.8,93.0,2.6,7,4277,6.0,6.0,1
2024-05-06,Delhi,5,0,summer,SevereAQI,Moderate,6.3,32.6,43.9,400.0,4.7,13,20436,400.0,400.0,1
2024-12-12,Jaipur,12,3,winter,Flooding,Moderate,6.9,6.0,10.9,166.0,5.1,13,11505,6.0,6.0,1
2023-02-12,Delhi,2,6,winter,SocialDisruption,Moderate,8.0,0.0,13.4,418.0,1.2,15,10290,5.36,4.0,1
2023-06-15,Delhi,6,3,monsoon,ExtremeHeat,Moderate,6.0,149.7,43.0,96.0,5.1,10,17750,43.0,48.0,1
2024-06-04,Hyderabad,6,1,monsoon,HeavyRain,Severe,4.3,113.3,26.3,83.0,5.9,5,6440,113.34,64.0,1
2025-04-03,Chennai,4,3,summer,SocialDisruption,Extreme,8.7,24.5,37.8,90.0,3.8,16,17088,16.25,4.0,1
2025-11-12,Ahmedabad,11,2,winter,SevereAQI,Moderate,8.9,1.8,22.1,445.0,5.1,9,6417,445.48,400.0,1
2024-06-04,Mumbai,6,1,monsoon,HeavyRain,Moderate,8.5,67.5,27.5,87.0,6.5,16,28768,67.48,64.0,1
2024-12-08,Mumbai,12,6,winter,ExtremeHeat,Moderate,3.5,16.3,46.1,153.0,4.5,16,12128,46.07,48.0,1
2023-05-10,Chennai,5,2,summer,ExtremeHeat,Severe,5.7,24.9,47.3,65.0,7.6,9,11700,47.28,48.0,1
2024-02-22,Bangalore,2,3,winter,SocialDisruption,Moderate,5.4,63.1,20.1,111.0,4.7,8,11160,8.84,4.0,1
2025-06-16,Mumbai,6,0,monsoon,HeavyRain,Moderate,2.0,30.0,29.1,52.0,5.0,19,11913,30.0,64.0,1
2023-08-03,Mumbai,8,3,monsoon,HeavyRain,Moderate,3.8,40.4,26.1,48.0,6.9,12,12060,40.43,64.0,1
2024-08-11,Ahmedabad,8,6,monsoon,HeavyRain,Moderate,3.4,46.4,26.5,107.0,3.9,13,10621,46.37,64.0,1
2024-01-27,Mumbai,1,5,winter,HeavyRain,Severe,5.2,92.9,23.5,161.0,0.0,15,19275,92.91,64.0,1
2025-12-28,Chennai,12,6,winter,Flooding,Moderate,9.9,9.4,26.3,120.0,2.5,11,8052,9.42,6.0,1
2023-09-07,Bangalore,9,3,monsoon,HeavyRain,Severe,6.6,119.8,26.4,76.0,0.0,9,14886,119.8,64.0,1
2023-09-30,Delhi,9,5,monsoon,SevereAQI,Extreme,13.7,193.9,36.2,556.0,5.0,12,20076,556.41,400.0,1
2023-07-30,Chennai,7,6,monsoon,HeavyRain,Severe,7.2,91.8,30.5,73.0,6.3,10,16480,91.8,64.0,1
2023-01-11,Jaipur,1,2,winter,Flooding,Severe,4.5,11.9,12.0,161.0,0.0,8,5728,11.89,6.0,1
2023-02-27,Ahmedabad,2,0,winter,SocialDisruption,Severe,8.6,0.0,19.4,227.0,3.5,8,7240,9.8,4.0,1
2024-12-13,Bangalore,12,4,winter,ExtremeHeat,Moderate,9.8,36.8,43.0,80.0,5.3,12,14100,43.0,48.0,1
2024-01-28,Chennai,1,6,winter,Flooding,Moderate,11.5,6.3,30.4,105.0,2.0,13,10465,6.29,6.0,1
2025-06-23,Bangalore,6,0,monsoon,SocialDisruption,Severe,7.0,163.9,25.2,70.0,4.2,8,9752,9.53,4.0,1
2024-04-14,Bangalore,4,6,summer,HeavyRain,Moderate,2.7,68.7,25.7,51.0,4.7,8,7664,68.69,64.0,1
2024-11-12,Pune,11,1,winter,SocialDisruption,Extreme,8.2,3.7,15.4,121.0,2.6,11,18799,14.64,4.0,1
2024-03-11,Mumbai,3,0,summer,SocialDisruption,Moderate,12.4,0.0,35.7,84.0,2.7,11,6985,7.4,4.0,1
2024-12-27,Chennai,12,4,winter,HeavyRain,Moderate,9.2,65.0,25.5,102.0,7.1,12,14628,65.04,64.0,1
2024-12-25,Jaipur,12,2,winter,Flooding,Moderate,8.3,8.1,16.4,124.0,5.7,13,10348,8.09,6.0,1
2023-04-05,Mumbai,4,2,summer,SevereAQI,Extreme,2.3,8.3,32.1,512.0,5.9,14,17150,512.43,400.0,1
2025-10-26,Ahmedabad,10,6,summer,ExtremeHeat,Severe,6.1,9.0,46.7,220.0,5.5,10,16040,46.67,48.0,1
2025-09-07,Mumbai,9,6,monsoon,SocialDisruption,Severe,2.4,486.3,26.5,112.0,6.1,9,11889,9.99,4.0,1
2024-02-25,Ahmedabad,2,6,winter,Flooding,Extreme,2.0,14.0,28.1,120.0,5.6,8,6648,14.04,6.0,1
2025-07-24,Delhi,7,3,monsoon,HeavyRain,Moderate,7.6,72.2,34.3,91.0,2.6,11,8481,72.25,64.0,1
2023-01-01,Delhi,1,6,winter,SevereAQI,Extreme,5.5,15.1,16.9,530.0,3.4,10,15860,529.74,400.0,1
2024-08-25,Mumbai,8,6,monsoon,SevereAQI,Moderate,6.6,452.0,27.9,408.0,4.5,13,21437,408.15,400.0,1
2024-11-23,Kolkata,11,5,winter,HeavyRain,Moderate,7.1,89.3,11.8,214.0,8.6,15,13560,89.31,64.0,1
2023-12-07,Chennai,12,3,winter,HeavyRain,Moderate,13.2,65.1,30.1,61.0,4.0,10,14140,65.09,64.0,1
2023-01-05,Pune,1,3,winter,Flooding,Moderate,4.6,6.7,20.2,123.0,5.0,18,16776,6.72,6.0,1
2024-05-26,Mumbai,5,6,summer,ExtremeHeat,Moderate,8.2,17.0,45.3,54.0,3.4,8,8656,45.3,48.0,1
2023-08-02,Kolkata,8,2,monsoon,HeavyRain,Moderate,10.4,77.4,30.4,74.0,3.3,7,8071,77.38,64.0,1
2025-05-08,Ahmedabad,5,3,summer,ExtremeHeat,Moderate,7.4,9.1,46.4,155.0,3.0,10,16140,46.41,48.0,1
2025-09-03,Delhi,9,2,monsoon,ExtremeHeat,Moderate,2.0,87.6,44.9,60.0,2.7,11,12056,44.89,48.0,1
2024-05-05,Bangalore,5,6,summer,SocialDisruption,Extreme,5.4,51.6,27.2,49.0,4.3,16,23584,14.09,4.0,1
2023-09-12,Kolkata,9,1,monsoon,HeavyRain,Moderate,6.4,88.4,30.7,72.0,7.3,13,12220,88.36,64.0,1
2025-09-26,Chennai,9,4,monsoon,SevereAQI,Moderate,6.1,170.5,30.6,400.0,4.5,15,22560,400.0,400.0,1
2024-05-30,Delhi,5,3,summer,SevereAQI,Moderate,4.2,16.0,45.4,405.0,2.7,9,13734,405.33,400.0,1
2025-05-13,Kolkata,5,1,summer,ExtremeHeat,Moderate,5.7,9.4,44.8,86.0,6.0,8,8512,44.78,48.0,1
2025-04-18,Bangalore,4,4,summer,HeavyRain,Moderate,7.2,82.3,28.4,60.0,4.6,9,6957,82.32,64.0,1
2023-02-13,Kolkata,2,0,winter,SocialDisruption,Severe,5.6,22.9,16.2,194.0,1.3,13,8528,11.67,4.0,1
2023-08-29,Chennai,8,1,monsoon,SocialDisruption,Moderate,5.6,69.3,28.7,82.0,6.3,18,30186,5.81,4.0,1
2024-12-20,Bangalore,12,4,winter,SocialDisruption,Moderate,6.0,5.6,27.4,71.0,8.0,10,17490,6.06,4.0,1
2025-10-16,Chennai,10,3,summer,ExtremeHeat,Moderate,3.6,27.5,45.0,109.0,5.5,10,10090,45.05,48.0,1
2023-08-19,Chennai,8,5,monsoon,ExtremeHeat,Moderate,4.4,142.5,45.0,30.0,5.6,7,12285,44.97,48.0,1
2024-02-15,Delhi,2,3,winter,SevereAQI,Severe,4.8,14.6,10.0,486.0,4.3,11,12573,485.99,400.0,1
2025-10-03,Hyderabad,10,4,summer,SocialDisruption,Severe,2.6,1.0,37.5,84.0,1.6,11,16148,10.42,4.0,1
2025-09-26,Mumbai,9,4,monsoon,Flooding,Extreme,5.3,13.2,29.7,78.0,5.1,9,14886,13.22,6.0,1
2024-10-29,Lucknow,10,1,summer,SocialDisruption,Moderate,9.8,0.0,47.4,209.0,5.2,16,19728,4.0,4.0,1
2024-01-21,Chennai,1,6,winter,Flooding,Severe,6.9,9.7,29.8,150.0,3.3,12,10320,9.73,6.0,1
2025-09-04,Jaipur,9,3,monsoon,HeavyRain,Severe,8.1,99.6,36.3,109.0,1.0,10,16360,99.61,64.0,1
2025-09-14,Mumbai,9,6,monsoon,Flooding,Extreme,7.5,13.1,31.6,55.0,5.4,15,23955,13.09,6.0,1
2025-07-07,Pune,7,0,monsoon,SocialDisruption,Moderate,8.1,208.5,27.4,30.0,4.5,8,6480,9.34,4.0,1
2023-07-19,Hyderabad,7,2,monsoon,Flooding,Severe,8.4,10.3,26.4,41.0,5.5,16,27376,10.34,6.0,1
2025-06-08,Kolkata,6,6,monsoon,HeavyRain,Moderate,14.3,45.3,28.1,82.0,2.0,9,11223,45.31,64.0,1
2025-08-11,Chennai,8,0,monsoon,SevereAQI,Moderate,6.5,72.1,31.5,442.0,3.8,13,23036,442.43,400.0,1
2023-01-01,Bangalore,1,6,winter,SevereAQI,Severe,11.5,19.7,22.0,456.0,5.5,13,14612,455.99,400.0,1
2025-03-29,Hyderabad,3,5,summer,ExtremeHeat,Severe,12.8,15.3,48.0,104.0,3.4,12,20784,48.01,48.0,1
2025-03-24,Hyderabad,3,0,summer,HeavyRain,Severe,9.0,128.4,39.6,131.0,3.6,18,19962,128.35,64.0,1
2023-02-10,Jaipur,2,4,winter,SevereAQI,Moderate,6.8,0.0,27.5,404.0,0.5,13,22737,404.37,400.0,1
2025-01-23,Lucknow,1,3,winter,HeavyRain,Moderate,6.4,87.7,15.1,168.0,4.1,5,8110,87.67,64.0,1
2025-11-09,Jaipur,11,6,winter,Flooding,Moderate,7.8,6.0,29.0,179.0,4.5,13,21437,6.0,6.0,1
2025-07-16,Delhi,7,2,monsoon,SevereAQI,Moderate,6.9,98.8,31.4,400.0,5.7,10,14140,400.0,400.0,1
2023-09-13,Hyderabad,9,2,monsoon,HeavyRain,Moderate,6.4,35.6,26.1,58.0,3.2,10,14390,35.61,64.0,1
2025-05-11,Mumbai,5,6,summer,Flooding,Moderate,8.2,6.0,35.0,107.0,1.8,15,9525,6.0,6.0,1
2024-09-25,Mumbai,9,2,monsoon,SocialDisruption,Moderate,6.6,513.3,30.2,77.0,2.0,7,7035,6.62,4.0,1
2023-06-08,Pune,6,3,monsoon,Flooding,Severe,6.9,9.7,29.5,67.0,8.1,7,12467,9.72,6.0,1
2023-11-02,Mumbai,11,3,winter,SocialDisruption,Moderate,8.3,11.5,27.2,140.0,3.2,19,22629,6.81,4.0,1
2025-09-06,Bangalore,9,5,monsoon,SocialDisruption,Moderate,9.9,140.6,25.7,30.0,1.7,15,12915,9.43,4.0,1
2025-10-18,Bangalore,10,5,summer,ExtremeHeat,Severe,5.7,54.4,46.6,69.0,6.5,17,13702,46.6,48.0,1
2024-05-24,Mumbai,5,4,summer,SevereAQI,Moderate,7.0,12.9,35.8,400.0,6.0,3,2244,400.0,400.0,1
2024-09-20,Chennai,9,4,monsoon,Flooding,Moderate,10.0,6.5,29.8,54.0,6.8,15,24615,6.46,6.0,1
2023-01-09,Delhi,1,0,winter,SevereAQI,Severe,7.2,9.8,13.9,462.0,3.7,10,9110,462.24,400.0,1
2025-08-09,Jaipur,8,5,monsoon,Flooding,Severe,2.0,9.7,32.0,72.0,5.0,13,13390,9.74,6.0,1
2023-11-29,Chennai,11,2,winter,HeavyRain,Moderate,7.3,68.3,27.2,61.0,2.0,11,15510,68.34,64.0,1
2024-06-16,Delhi,6,6,monsoon,SocialDisruption,Severe,14.8,89.3,31.9,40.0,5.0,13,16718,10.05,4.0,1
2023-02-06,Delhi,2,0,winter,Flooding,Moderate,4.7,6.0,22.8,423.0,1.7,11,19107,6.0,6.0,1
2025-09-30,Chennai,9,1,monsoon,Flooding,Moderate,7.3,8.6,30.4,87.0,3.1,10,8770,8.56,6.0,1
2025-11-06,Mumbai,11,3,winter,ExtremeHeat,Severe,9.1,4.5,47.6,194.0,3.3,15,19035,47.58,48.0,1
2024-02-29,Chennai,2,3,winter,HeavyRain,Extreme,6.0,146.7,30.4,157.0,1.9,10,10460,146.69,64.0,1
2024-03-02,Mumbai,3,5,summer,ExtremeHeat,Severe,9.2,0.0,49.2,72.0,7.2,9,10566,49.18,48.0,1
2023-03-19,Chennai,3,6,summer,HeavyRain,Moderate,7.3,49.6,32.7,116.0,4.5,13,16575,49.57,64.0,1
2024-06-18,Mumbai,6,1,monsoon,Flooding,Moderate,8.8,8.0,29.5,47.0,4.0,9,11169,7.96,6.0,1
2023-12-06,Kolkata,12,2,winter,ExtremeHeat,Moderate,6.5,17.2,45.1,193.0,5.8,9,11160,45.07,48.0,1
2025-03-10,Pune,3,0,summer,ExtremeHeat,Extreme,10.1,8.2,51.1,111.0,2.3,8,6744,51.08,48.0,1
2024-10-14,Bangalore,10,0,summer,ExtremeHeat,Moderate,11.0,25.4,43.0,77.0,2.6,14,15554,43.01,48.0,1
2025-01-18,Delhi,1,5,winter,SevereAQI,Severe,11.5,19.0,16.9,451.0,2.1,16,24912,451.4,400.0,1
2025-09-22,Mumbai,9,0,monsoon,HeavyRain,Moderate,7.1,75.8,31.1,43.0,3.0,14,20412,75.78,64.0,1
2024-12-30,Mumbai,12,0,winter,SocialDisruption,Extreme,6.8,5.4,25.2,139.0,6.0,12,19308,15.1,4.0,1
2025-05-30,Chennai,5,4,summer,SevereAQI,Severe,4.5,93.7,34.8,494.0,4.2,11,11330,493.84,400.0,1
2024-07-28,Mumbai,7,6,monsoon,SevereAQI,Moderate,9.2,710.6,27.9,431.0,3.7,8,10952,431.42,400.0,1
2024-06-01,Mumbai,6,5,monsoon,HeavyRain,Moderate,13.0,64.1,28.9,74.0,0.6,9,15318,64.11,64.0,1
2025-04-17,Mumbai,4,3,summer,Flooding,Severe,5.7,10.2,30.7,71.0,2.2,15,23085,10.16,6.0,1
2023-02-04,Mumbai,2,5,winter,SocialDisruption,Moderate,8.4,11.9,30.2,147.0,1.9,11,9240,7.69,4.0,1
2025-09-18,Bangalore,9,3,monsoon,HeavyRain,Moderate,2.8,51.5,23.0,42.0,1.3,13,18421,51.46,64.0,1
2023-10-10,Kolkata,10,1,summer,ExtremeHeat,Severe,9.0,8.5,48.4,116.0,3.2,12,13008,48.36,48.0,1
2025-01-09,Delhi,1,3,winter,SocialDisruption,Moderate,9.7,0.5,11.7,245.0,4.3,13,23361,8.25,4.0,1
2023-08-12,Delhi,8,5,monsoon,SevereAQI,Severe,10.5,113.6,33.2,495.0,6.5,14,22834,495.49,400.0,1
2024-04-01,Hyderabad,4,0,summer,Flooding,Moderate,8.6,8.3,39.4,156.0,4.0,14,18102,8.28,6.0,1
2024-02-04,Ahmedabad,2,6,winter,ExtremeHeat,Moderate,7.3,1.1,45.1,138.0,3.9,10,9460,45.1,48.0,1
2024-11-07,Bangalore,11,3,winter,SocialDisruption,Moderate,6.9,32.4,23.0,70.0,5.6,14,21364,8.03,4.0,1
2025-03-20,Delhi,3,3,summer,ExtremeHeat,Moderate,4.4,17.6,45.7,186.0,3.0,14,10374,45.68,48.0,1
2025-03-01,Mumbai,3,5,summer,HeavyRain,Moderate,4.3,50.1,33.7,101.0,1.5,13,20189,50.06,64.0,1
2023-08-19,Pune,8,5,monsoon,Flooding,Moderate,4.3,9.2,27.5,31.0,6.0,11,8272,9.18,6.0,1
2024-09-22,Chennai,9,6,monsoon,Flooding,Severe,6.3,9.6,32.8,83.0,1.5,12,13560,9.55,6.0,1
2025-10-18,Hyderabad,10,5,summer,SevereAQI,Moderate,3.3,17.1,37.4,400.0,2.8,15,12690,400.0,400.0,1
2024-01-07,Jaipur,1,6,winter,SocialDisruption,Extreme,10.5,0.0,10.7,214.0,3.9,16,14160,13.47,4.0,1
2023-05-03,Pune,5,2,summer,HeavyRain,Severe,7.1,116.2,34.4,133.0,4.0,16,26080,116.23,64.0,1
2024-11-17,Bangalore,11,6,winter,HeavyRain,Moderate,2.0,50.2,26.2,68.0,0.0,20,17420,50.18,64.0,1
2025-07-08,Jaipur,7,1,monsoon,ExtremeHeat,Severe,7.4,203.9,47.1,94.0,3.5,8,9720,47.12,48.0,1
2023-07-17,Mumbai,7,0,monsoon,SevereAQI,Extreme,10.6,614.4,28.1,536.0,5.8,16,26960,535.69,400.0,1
2024-06-13,Mumbai,6,3,monsoon,HeavyRain,Moderate,9.5,51.7,30.7,71.0,3.1,7,9317,51.74,64.0,1
2024-08-03,Delhi,8,5,monsoon,Flooding,Severe,6.8,10.6,33.8,63.0,3.9,15,23970,10.63,6.0,1
2024-07-20,Kolkata,7,5,monsoon,HeavyRain,Moderate,8.2,60.0,30.6,71.0,3.6,11,8371,59.98,64.0,1
2023-10-18,Mumbai,10,2,summer,ExtremeHeat,Severe,9.6,10.5,47.5,80.0,2.0,11,17633,47.48,48.0,1
2023-12-29,Jaipur,12,4,winter,HeavyRain,Moderate,12.2,74.9,16.6,153.0,1.2,10,10430,74.9,64.0,1
2023-04-18,Mumbai,4,1,summer,Flooding,Severe,8.4,11.2,36.6,88.0,7.3,12,8064,11.24,6.0,1
2025-06-21,Bangalore,6,5,monsoon,SocialDisruption,Moderate,9.5,197.2,22.7,52.0,0.8,9,12438,6.38,4.0,1
2024-09-27,Mumbai,9,4,monsoon,SocialDisruption,Severe,8.2,558.9,28.3,56.0,7.0,10,16360,9.55,4.0,1
2023-04-29,Mumbai,4,5,summer,HeavyRain,Moderate,6.4,67.8,32.0,92.0,3.3,10,12110,67.83,64.0,1
2024-06-12,Bangalore,6,2,monsoon,Flooding,Severe,3.5,11.4,26.9,39.0,2.3,11,11759,11.36,6.0,1
2025-06-12,Chennai,6,3,monsoon,ExtremeHeat,Moderate,8.2,112.9,43.0,89.0,3.5,16,9856,43.0,48.0,1
2024-12-29,Bangalore,12,6,winter,SocialDisruption,Moderate,9.3,32.4,21.7,55.0,3.9,9,15939,8.86,4.0,1
2024-02-02,Hyderabad,2,4,winter,Flooding,Moderate,2.6,8.0,15.1,106.0,1.7,9,13491,8.03,6.0,1
2025-09-07,Bangalore,9,6,monsoon,SevereAQI,Moderate,9.6,107.7,24.6,443.0,4.3,9,12150,442.87,400.0,1
2023-07-03,Lucknow,7,0,monsoon,SocialDisruption,Severe,9.9,203.3,32.0,89.0,1.9,12,9384,12.1,4.0,1
2024-05-01,Delhi,5,2,summer,SocialDisruption,Moderate,8.4,23.6,41.6,179.0,5.0,15,13035,7.37,4.0,1
2024-04-11,Delhi,4,3,summer,SocialDisruption,Severe,6.7,33.8,40.3,163.0,3.0,13,18928,11.12,4.0,1
2024-09-11,Bangalore,9,2,monsoon,Flooding,Moderate,4.8,8.6,24.5,54.0,3.7,11,11154,8.62,6.0,1
2025-06-01,Mumbai,6,6,monsoon,HeavyRain,Severe,8.1,96.5,27.3,53.0,6.1,16,25504,96.48,64.0,1
2024-12-09,Chennai,12,0,winter,ExtremeHeat,Moderate,3.5,24.5,46.5,114.0,4.5,5,6760,46.47,48.0,1
2025-02-16,Jaipur,2,6,winter,SevereAQI,Moderate,8.7,5.2,10.0,449.0,4.2,7,11025,448.8,400.0,1
