city,zone_risk_level,platform,avg_weekly_earnings,avg_daily_hours,preferred_shift,vehicle_type,experience_months,historical_claims_count,historical_disruption_freq,season,aqi_avg_30d,rainfall_avg_30d,temperature_avg_30d,risk_score,weekly_premium
Delhi,0.922,Both,4300.0,11.0,Night,Motorcycle,3,1,2.54,summer,146.8,23.8,44.4,92.3,76.0
Mumbai,1.094,Swiggy,2900.0,6.0,Morning,Scooter,4,1,3.39,winter,166.9,7.7,24.3,75.9,86.1
Delhi,1.116,Zomato,2500.0,6.4,Mixed,Bicycle,14,0,2.24,summer,206.1,25.2,41.0,96.8,90.0
Bangalore,0.932,Swiggy,2900.0,8.1,Mixed,Scooter,3,1,1.55,winter,50.8,28.6,18.6,34.6,43.6
Delhi,1.02,Both,3000.0,8.9,Morning,Bicycle,2,1,3.09,winter,326.6,12.3,16.8,100.0,90.0
Lucknow,1.103,Swiggy,4100.0,9.3,Night,Motorcycle,4,1,0.92,summer,239.7,8.6,43.1,76.4,68.4
Delhi,0.959,Swiggy,3800.0,11.5,Evening,Scooter,24,1,1.36,summer,200.2,37.6,44.3,94.8,80.6
Pune,0.825,Swiggy,4000.0,7.7,Morning,Motorcycle,26,0,2.06,monsoon,43.9,68.0,26.6,35.4,36.4
Mumbai,1.085,Both,3500.0,6.4,Night,Scooter,17,3,1.18,monsoon,54.1,402.4,26.5,80.4,90.0
Lucknow,1.051,Both,3000.0,8.2,Night,Motorcycle,2,0,2.43,winter,256.9,30.1,10.0,69.4,62.9
Delhi,1.035,Both,2900.0,7.8,Mixed,Scooter,8,1,1.65,monsoon,106.8,93.4,29.1,91.4,90.0
Bangalore,1.115,Swiggy,3800.0,10.1,Night,Motorcycle,29,0,2.85,monsoon,63.8,114.3,24.0,30.2,41.4
Chennai,1.125,Both,4800.0,12.1,Night,Scooter,21,0,2.39,monsoon,65.9,121.9,28.9,69.0,72.4
Mumbai,1.075,Both,2700.0,11.9,Night,Motorcycle,26,0,3.52,summer,100.6,5.3,32.0,66.0,64.4
Kolkata,0.859,Both,2700.0,11.2,Night,Motorcycle,4,1,0.59,winter,34.4,35.9,20.2,66.8,60.6
Delhi,0.818,Both,2600.0,7.9,Evening,Scooter,38,1,2.38,monsoon,79.7,47.4,31.5,78.2,65.0
Chennai,1.042,Zomato,4200.0,8.7,Night,Motorcycle,2,1,2.11,summer,122.9,3.4,35.6,69.3,65.4
Chennai,1.008,Swiggy,3500.0,9.8,Morning,Scooter,10,0,2.1,winter,167.6,94.3,27.2,64.4,63.6
Chennai,1.017,Zomato,3900.0,7.5,Night,Scooter,11,0,1.67,summer,160.1,58.9,36.4,66.4,63.8
Mumbai,1.2,Swiggy,3100.0,7.6,Afternoon,Scooter,2,0,2.26,monsoon,69.6,471.9,31.6,80.1,90.0
Mumbai,1.11,Both,4000.0,9.7,Evening,Scooter,26,0,0.42,summer,83.2,0.0,32.2,67.1,68.5
Mumbai,0.978,Both,3300.0,6.3,Night,Motorcycle,19,1,0.4,monsoon,47.5,486.3,28.5,71.7,75.7
Delhi,0.912,Zomato,2300.0,11.2,Morning,Motorcycle,11,2,1.33,winter,475.8,17.6,16.3,96.4,87.5
Mumbai,1.077,Both,4200.0,8.2,Night,Scooter,33,0,0.39,winter,147.9,2.7,18.5,65.3,68.6
Ahmedabad,1.055,Zomato,3500.0,10.1,Afternoon,Motorcycle,13,0,2.31,monsoon,84.3,128.4,29.8,50.7,51.4
Bangalore,0.974,Zomato,3300.0,9.4,Night,Bicycle,9,1,1.2,winter,71.3,47.3,21.8,40.9,46.9
Chennai,0.8,Swiggy,3700.0,11.5,Night,Scooter,22,2,1.94,monsoon,102.3,134.8,32.9,63.2,55.2
Delhi,0.885,Zomato,2300.0,6.0,Morning,Motorcycle,5,1,2.22,winter,440.6,1.7,18.3,92.1,76.0
Delhi,1.102,Both,3800.0,11.5,Afternoon,Scooter,12,0,1.86,summer,203.1,29.3,44.0,96.3,90.0
Bangalore,0.845,Zomato,3000.0,11.5,Mixed,Scooter,11,2,2.51,monsoon,60.4,342.1,23.8,39.9,41.3
Delhi,1.069,Zomato,3400.0,9.6,Afternoon,Bicycle,9,0,1.6,winter,454.9,8.2,19.0,100.0,90.0
Delhi,1.053,Both,4400.0,10.0,Evening,Bicycle,2,1,1.93,summer,225.6,26.4,48.7,100.0,90.0
Bangalore,0.881,Zomato,4000.0,10.2,Morning,Scooter,9,0,1.57,monsoon,44.4,150.8,24.4,31.5,39.6
Bangalore,1.108,Both,3400.0,7.2,Night,Scooter,3,2,2.73,monsoon,65.6,190.8,26.6,44.4,56.7
Lucknow,0.99,Both,3400.0,9.1,Morning,Scooter,26,1,0.91,monsoon,83.4,90.9,31.9,65.8,58.5
Delhi,0.982,Zomato,2000.0,10.8,Afternoon,Motorcycle,6,2,2.28,winter,373.8,16.3,14.9,97.0,90.0
Bangalore,0.862,Swiggy,2800.0,6.0,Evening,Bicycle,2,0,3.21,monsoon,50.9,175.5,24.1,36.4,42.1
Mumbai,1.156,Swiggy,3600.0,9.9,Night,Motorcycle,4,2,2.36,summer,85.3,10.4,32.2,78.4,88.7
Delhi,0.857,Zomato,2900.0,9.2,Evening,Motorcycle,12,0,1.5,monsoon,112.1,106.7,39.8,82.3,72.2
Hyderabad,0.856,Both,2400.0,10.3,Mixed,Scooter,24,1,2.25,winter,147.1,5.6,32.7,51.2,49.2
Mumbai,1.017,Both,3900.0,6.5,Evening,Scooter,9,0,1.45,monsoon,68.2,638.8,30.2,77.6,80.9
Chennai,0.882,Both,4500.0,7.5,Afternoon,Scooter,3,0,2.85,monsoon,83.2,108.4,28.8,58.9,56.8
Bangalore,1.2,Zomato,2900.0,6.2,Morning,Motorcycle,2,0,2.34,monsoon,59.4,100.5,23.7,36.6,51.2
Mumbai,0.881,Zomato,4200.0,6.2,Night,Motorcycle,9,1,2.11,winter,126.2,9.8,26.0,63.9,62.4
Ahmedabad,1.095,Both,4100.0,10.7,Evening,Scooter,16,1,3.11,monsoon,91.6,107.1,28.8,57.6,57.9
Bangalore,1.197,Zomato,2700.0,7.8,Night,Bicycle,5,0,2.04,monsoon,51.9,235.2,26.1,44.9,61.5
Kolkata,1.086,Swiggy,2900.0,7.7,Afternoon,Scooter,3,1,0.81,winter,146.4,0.0,15.1,73.0,78.7
Bangalore,0.909,Swiggy,4900.0,11.2,Afternoon,Scooter,10,1,2.03,winter,102.9,62.3,19.2,33.2,39.1
Ahmedabad,1.041,Zomato,2600.0,8.3,Evening,Bicycle,2,1,1.76,monsoon,88.1,172.0,30.8,61.5,66.2
Delhi,1.163,Swiggy,3000.0,10.9,Afternoon,Scooter,25,0,1.96,winter,493.7,20.0,10.4,100.0,90.0
Bangalore,0.82,Zomato,5100.0,6.9,Mixed,Scooter,36,1,2.38,winter,78.2,38.7,22.3,25.6,34.9
Kolkata,1.132,Zomato,3000.0,8.3,Night,Motorcycle,14,1,2.54,summer,133.7,51.0,25.2,66.4,66.0
Delhi,1.059,Swiggy,4600.0,7.2,Mixed,Scooter,2,1,1.11,winter,275.0,0.0,15.9,94.1,90.0
Delhi,1.2,Zomato,2700.0,10.1,Afternoon,Scooter,13,0,1.99,summer,197.6,25.4,38.2,92.8,90.0
Lucknow,1.051,Zomato,3600.0,8.6,Morning,Scooter,10,2,1.82,monsoon,112.8,211.6,27.2,71.7,78.4
Chennai,1.018,Both,4400.0,10.5,Morning,Motorcycle,6,0,2.15,monsoon,45.6,88.0,34.6,65.9,66.3
Hyderabad,1.082,Swiggy,3100.0,9.3,Mixed,Scooter,27,0,2.31,winter,196.4,14.5,19.1,53.5,53.7
Chennai,0.851,Swiggy,3600.0,6.0,Mixed,Scooter,7,2,1.92,monsoon,88.0,70.8,29.5,60.1,61.1
Pune,0.902,Zomato,4100.0,8.5,Night,Scooter,5,0,1.0,summer,47.8,12.8,30.1,43.0,45.9
Pune,1.008,Zomato,2800.0,6.0,Evening,Motorcycle,2,1,1.9,winter,124.7,0.0,20.5,47.6,50.6
Chennai,0.937,Swiggy,5300.0,9.7,Afternoon,Scooter,20,1,2.91,winter,49.9,272.0,28.6,58.9,58.8
Delhi,0.927,Swiggy,4300.0,10.1,Night,Motorcycle,26,1,1.09,winter,357.7,16.5,10.1,89.9,73.6
Mumbai,1.2,Swiggy,3200.0,10.3,Evening,Motorcycle,4,0,3.07,monsoon,63.1,615.4,22.8,83.0,90.0
Chennai,1.2,Zomato,3300.0,8.8,Night,Motorcycle,11,2,0.63,winter,105.5,183.2,26.4,72.1,82.8
Pune,0.8,Both,5000.0,6.0,Morning,Motorcycle,16,0,2.14,summer,127.1,3.0,30.1,39.1,34.2
Bangalore,1.005,Swiggy,3200.0,9.4,Evening,Scooter,4,1,1.48,winter,43.7,68.2,21.3,35.7,45.1
Mumbai,0.857,Both,3100.0,9.8,Night,Scooter,11,1,1.96,winter,134.8,7.7,26.9,69.0,65.5
Delhi,1.138,Swiggy,4400.0,8.6,Night,Motorcycle,5,2,2.56,winter,407.8,33.2,17.3,100.0,90.0
Bangalore,1.027,Swiggy,2400.0,9.2,Morning,Motorcycle,2,0,2.73,winter,72.7,26.8,20.8,28.1,41.7
Pune,1.176,Zomato,3400.0,6.0,Morning,Motorcycle,4,1,3.0,summer,62.0,12.3,34.4,52.0,60.7
Mumbai,0.897,Both,3600.0,9.1,Mixed,Scooter,35,0,0.73,summer,78.5,5.5,36.0,64.4,54.2
Chennai,0.886,Zomato,2900.0,8.8,Afternoon,Motorcycle,55,0,1.27,winter,78.1,19.6,23.5,43.9,43.5
Kolkata,0.974,Both,2200.0,6.6,Evening,Scooter,16,1,1.51,summer,64.9,50.5,32.9,67.6,63.2
Ahmedabad,0.928,Both,3600.0,10.1,Night,Scooter,24,3,1.37,monsoon,77.6,143.4,28.6,61.0,53.8
Mumbai,0.989,Swiggy,4100.0,8.0,Evening,Scooter,7,0,2.31,monsoon,73.6,701.4,28.1,75.0,78.5
Ahmedabad,1.142,Both,3000.0,9.5,Mixed,Bicycle,12,1,2.61,monsoon,96.7,84.8,31.8,61.6,77.2
Chennai,1.056,Both,2600.0,10.0,Mixed,Scooter,9,1,0.48,summer,65.7,8.8,34.8,65.3,66.2
Kolkata,0.964,Zomato,4500.0,9.7,Afternoon,Scooter,6,1,1.1,winter,158.0,9.8,17.1,70.9,72.0
Mumbai,1.006,Zomato,3900.0,6.3,Morning,Bicycle,11,2,1.84,winter,169.6,6.0,22.5,85.9,90.0
Bangalore,0.81,Swiggy,3200.0,8.2,Mixed,Motorcycle,8,0,1.96,monsoon,50.8,133.9,22.1,25.4,31.9
Chennai,0.8,Both,4200.0,13.3,Night,Motorcycle,19,1,3.23,winter,72.8,190.6,25.3,60.1,48.2
Delhi,1.145,Zomato,3700.0,11.8,Night,Motorcycle,18,1,0.98,monsoon,114.3,32.9,31.4,88.5,90.0
Bangalore,0.909,Both,4900.0,10.7,Evening,Motorcycle,8,1,1.53,winter,118.3,19.2,21.3,34.7,39.3
Chennai,1.172,Both,4000.0,9.5,Evening,Motorcycle,10,1,3.01,winter,84.0,77.1,31.6,66.7,77.3
Chennai,0.963,Zomato,2400.0,7.0,Morning,Motorcycle,13,1,1.55,summer,109.3,47.9,30.9,57.4,54.7
Mumbai,1.016,Both,3000.0,8.7,Evening,Scooter,4,0,2.55,summer,99.9,21.3,35.3,68.8,70.2
Bangalore,1.1,Swiggy,3000.0,8.2,Evening,Scooter,12,1,1.59,monsoon,63.0,112.2,24.6,38.7,50.5
Delhi,1.114,Swiggy,3700.0,8.8,Morning,Motorcycle,11,2,1.75,summer,214.7,0.5,37.5,97.8,90.0
Ahmedabad,0.938,Zomato,3300.0,6.1,Night,Scooter,19,1,2.42,winter,186.1,5.6,15.8,49.9,45.3
Jaipur,1.009,Swiggy,2600.0,10.9,Night,Motorcycle,14,0,1.74,winter,203.8,8.6,19.9,72.5,58.1
Delhi,0.998,Swiggy,4000.0,6.0,Mixed,Scooter,10,0,1.37,winter,329.2,17.2,19.2,84.9,85.2
Mumbai,1.045,Swiggy,4300.0,10.7,Morning,Scooter,5,2,2.52,monsoon,56.7,522.1,27.7,84.6,90.0
Delhi,1.023,Both,3400.0,10.8,Afternoon,Scooter,6,0,1.24,monsoon,128.0,92.6,30.2,87.1,89.8
Bangalore,0.912,Zomato,3700.0,13.7,Evening,Motorcycle,4,1,2.56,winter,67.7,40.5,24.3,37.1,38.7
Pune,1.018,Zomato,2700.0,8.5,Mixed,Scooter,4,1,1.68,summer,65.6,26.8,32.9,48.4,56.0
Bangalore,0.824,Swiggy,3100.0,8.0,Afternoon,Scooter,6,0,1.23,winter,91.3,36.1,22.1,30.9,32.3
Mumbai,1.0,Both,3100.0,9.2,Mixed,Scooter,12,0,2.63,winter,143.6,13.1,25.0,68.3,75.1
Mumbai,1.014,Zomato,3900.0,10.1,Mixed,Scooter,2,0,1.61,summer,108.9,8.5,33.4,70.5,70.7
Delhi,0.882,Both,3700.0,8.8,Morning,Scooter,11,0,1.8,summer,155.8,36.6,38.7,84.8,71.5
Pune,0.966,Both,3200.0,6.6,Afternoon,Motorcycle,40,1,0.37,winter,112.9,6.4,18.9,42.0,44.0
Chennai,0.938,Both,3200.0,10.1,Afternoon,Scooter,39,0,1.02,monsoon,85.0,76.0,33.8,56.5,55.9
Chennai,0.941,Swiggy,2000.0,9.0,Evening,Motorcycle,12,2,2.88,summer,84.5,48.7,33.7,65.3,59.6
Delhi,1.091,Zomato,4800.0,7.0,Mixed,Scooter,10,1,2.11,summer,204.8,21.8,41.4,96.3,90.0
Ahmedabad,1.055,Zomato,2000.0,6.0,Afternoon,Motorcycle,17,0,2.88,summer,227.9,2.4,44.8,56.1,46.8
Delhi,1.115,Swiggy,3800.0,13.9,Night,Motorcycle,3,3,1.88,summer,157.2,23.4,37.2,100.0,90.0
Pune,1.2,Swiggy,3500.0,10.7,Morning,Motorcycle,12,1,2.02,winter,103.4,7.6,25.4,57.9,66.6
Ahmedabad,1.132,Both,3300.0,10.1,Evening,Motorcycle,5,2,3.29,monsoon,84.0,164.5,30.4,58.7,63.1
Bangalore,0.816,Both,3500.0,8.8,Afternoon,Scooter,10,2,2.3,monsoon,50.4,272.4,24.9,33.2,37.4
Ahmedabad,0.921,Both,3000.0,10.4,Mixed,Scooter,7,2,3.28,summer,151.0,6.9,42.1,61.7,53.6
Delhi,1.161,Swiggy,4000.0,6.9,Night,Scooter,5,1,1.6,winter,220.9,19.5,20.5,92.6,90.0
Hyderabad,0.953,Zomato,2400.0,9.4,Afternoon,Scooter,44,2,1.76,winter,200.8,13.4,21.0,56.1,50.3
Mumbai,0.945,Swiggy,3800.0,9.5,Night,Scooter,3,0,1.35,winter,173.0,12.2,29.9,69.5,70.5
Bangalore,1.04,Both,3000.0,6.9,Afternoon,Bicycle,34,1,2.41,summer,67.3,39.0,26.6,37.7,43.9
Delhi,0.966,Both,3200.0,8.8,Evening,Motorcycle,17,0,1.24,winter,423.0,0.0,18.9,88.0,76.4
Mumbai,1.2,Both,3200.0,8.2,Evening,Scooter,5,1,3.32,monsoon,70.8,590.2,29.3,84.7,90.0
Mumbai,0.981,Zomato,3400.0,7.5,Mixed,Scooter,13,0,0.66,summer,125.7,19.0,31.8,69.8,64.1
Delhi,1.2,Swiggy,3900.0,7.9,Afternoon,Scooter,20,2,1.96,winter,332.9,5.0,17.8,96.2,90.0
Chennai,0.933,Swiggy,3500.0,6.0,Morning,Bicycle,9,0,1.5,monsoon,54.0,129.2,33.6,68.2,71.2
Bangalore,0.921,Zomato,4200.0,11.1,Morning,Scooter,27,1,2.17,monsoon,44.5,168.9,24.0,31.1,36.9
Delhi,0.9,Swiggy,4300.0,12.1,Mixed,Motorcycle,3,0,1.36,winter,450.7,24.9,10.0,94.7,78.2
Lucknow,0.906,Zomato,3700.0,7.1,Afternoon,Scooter,6,0,2.15,summer,159.9,11.3,34.4,64.9,50.6
Ahmedabad,1.087,Zomato,4000.0,11.2,Morning,Motorcycle,5,2,2.29,monsoon,72.3,113.0,29.4,60.3,64.5
Mumbai,0.839,Zomato,5100.0,8.9,Evening,Bicycle,23,1,2.41,monsoon,38.8,800.0,29.5,79.4,72.2
Bangalore,0.879,Both,2400.0,9.0,Mixed,Scooter,4,0,3.38,monsoon,56.3,114.1,24.5,32.1,34.6
Chennai,1.062,Both,4400.0,6.4,Mixed,Scooter,16,1,1.93,monsoon,69.0,16.2,28.9,55.9,66.4
Hyderabad,0.8,Swiggy,4700.0,7.9,Mixed,Scooter,18,0,1.75,winter,167.4,25.6,23.5,49.0,38.9
Delhi,0.823,Zomato,3800.0,10.1,Night,Bicycle,9,0,1.82,monsoon,117.1,91.0,32.7,85.9,82.2
Hyderabad,0.994,Swiggy,5000.0,7.0,Mixed,Bicycle,33,0,0.81,summer,148.5,34.6,41.9,58.7,52.6
Mumbai,1.049,Swiggy,4900.0,7.5,Night,Motorcycle,5,1,2.74,winter,116.0,7.7,25.8,71.9,80.1
Delhi,0.96,Zomato,3200.0,8.0,Morning,Motorcycle,8,1,1.19,winter,359.2,15.1,19.1,92.1,83.8
Hyderabad,1.052,Swiggy,3300.0,6.0,Evening,Scooter,17,0,2.82,monsoon,84.0,217.7,27.3,57.3,61.9
Chennai,0.897,Both,3900.0,9.7,Evening,Motorcycle,11,0,1.27,monsoon,47.4,101.6,34.8,59.5,56.2
Pune,1.182,Both,3000.0,10.3,Evening,Motorcycle,13,2,0.64,winter,108.6,11.4,22.1,53.5,64.4
Mumbai,1.109,Both,5700.0,9.7,Mixed,Scooter,6,0,0.05,monsoon,64.9,520.8,27.2,75.9,86.5
Mumbai,0.902,Both,4100.0,10.9,Mixed,Scooter,3,0,2.68,winter,79.6,2.4,23.8,70.2,67.7
Mumbai,0.977,Zomato,3500.0,8.1,Evening,Scooter,2,0,3.01,winter,180.9,7.5,23.4,68.5,71.4
Mumbai,0.8,Swiggy,2400.0,12.6,Morning,Motorcycle,2,0,2.28,winter,121.3,11.3,29.1,64.6,56.8
Mumbai,1.112,Swiggy,3700.0,7.3,Afternoon,Scooter,7,1,1.15,winter,179.9,11.0,20.6,75.4,85.8
Bangalore,0.846,Zomato,2600.0,8.6,Morning,Scooter,5,2,1.04,summer,62.7,77.1,30.2,38.5,38.5
Bangalore,0.935,Zomato,4100.0,8.4,Evening,Scooter,3,0,1.61,summer,44.9,41.0,28.7,31.2,36.8
Hyderabad,0.965,Swiggy,2000.0,9.4,Afternoon,Scooter,10,3,2.71,monsoon,55.8,0.0,28.2,59.0,64.0
Bangalore,0.835,Both,4600.0,8.5,Morning,Scooter,8,0,1.76,winter,66.2,22.3,20.9,26.8,30.5
Mumbai,0.9,Zomato,3200.0,8.8,Morning,Scooter,2,0,0.8,summer,89.1,11.9,31.2,67.9,64.8
Hyderabad,1.045,Swiggy,2100.0,7.6,Evening,Motorcycle,29,1,1.27,summer,111.8,0.4,38.9,50.1,51.1
Mumbai,0.94,Zomato,3500.0,8.1,Morning,Scooter,18,1,2.14,monsoon,30.0,485.3,30.8,70.8,73.3
Pune,1.105,Zomato,3500.0,6.0,Morning,Scooter,12,0,2.95,summer,71.7,17.7,35.5,47.2,57.0
Mumbai,1.089,Swiggy,3400.0,10.6,Afternoon,Bicycle,8,1,2.49,summer,30.0,10.8,27.2,76.9,90.0
Chennai,0.898,Swiggy,4600.0,7.0,Night,Scooter,12,0,1.3,winter,114.7,184.4,19.6,59.5,58.3
Ahmedabad,0.946,Both,3800.0,8.0,Night,Motorcycle,4,0,1.96,summer,258.8,6.1,40.5,59.2,44.0
Chennai,0.946,Both,4100.0,6.9,Afternoon,Motorcycle,5,0,2.79,winter,159.0,41.4,23.3,62.8,58.4
Chennai,0.952,Zomato,3300.0,10.1,Night,Motorcycle,35,2,1.94,summer,47.5,84.6,37.0,60.1,58.8
Hyderabad,1.177,Swiggy,3800.0,7.9,Morning,Scooter,2,3,0.69,summer,136.5,21.0,39.7,70.6,78.9
Mumbai,1.023,Both,2500.0,6.0,Night,Motorcycle,26,0,1.43,summer,93.7,14.2,33.2,61.6,56.1
Hyderabad,0.801,Zomato,3700.0,9.6,Morning,Motorcycle,17,1,0.0,summer,101.0,17.5,38.8,51.2,41.3
Pune,0.921,Both,2900.0,7.5,Morning,Scooter,6,0,2.23,summer,97.4,0.2,28.0,45.8,44.4
Jaipur,0.945,Both,4600.0,9.0,Mixed,Motorcycle,26,2,3.04,winter,215.3,6.2,18.9,73.3,56.5
Bangalore,1.051,Zomato,3600.0,10.7,Evening,Motorcycle,19,1,3.17,winter,60.2,8.5,19.5,35.4,44.5
Delhi,1.2,Zomato,4000.0,7.0,Evening,Motorcycle,22,1,1.93,winter,362.2,6.7,21.5,93.1,90.0
Kolkata,1.094,Both,3700.0,8.9,Afternoon,Scooter,13,0,1.28,summer,113.0,82.7,35.2,65.9,67.0
Chennai,0.988,Swiggy,4900.0,7.5,Night,Scooter,7,2,1.81,winter,50.4,269.5,22.5,66.1,69.0
Delhi,0.898,Both,2300.0,11.0,Night,Motorcycle,14,0,2.1,monsoon,99.6,63.1,39.4,80.6,72.1
Mumbai,1.171,Swiggy,3400.0,9.2,Night,Scooter,27,1,2.98,summer,123.7,6.1,32.7,74.6,80.4
Mumbai,0.964,Swiggy,2700.0,9.0,Afternoon,Motorcycle,4,0,2.28,summer,97.4,18.9,33.1,66.1,65.3
Bangalore,0.83,Zomato,2000.0,6.5,Night,Scooter,18,0,0.65,summer,52.6,29.1,28.0,25.8,29.6
Mumbai,1.043,Zomato,2700.0,10.5,Night,Scooter,10,0,2.63,monsoon,80.5,571.3,27.5,81.4,84.8
Mumbai,0.852,Zomato,4400.0,10.8,Evening,Motorcycle,6,3,0.46,summer,106.3,8.9,34.8,73.9,71.1
Mumbai,1.079,Zomato,3500.0,7.5,Afternoon,Scooter,2,1,2.14,summer,147.6,9.1,34.6,75.7,83.1
Ahmedabad,0.953,Zomato,3300.0,9.3,Night,Scooter,3,0,3.33,monsoon,67.1,90.3,30.1,51.7,49.8
Mumbai,0.963,Both,4100.0,10.2,Evening,Motorcycle,54,1,0.69,monsoon,59.1,800.0,28.4,65.6,65.2
Mumbai,0.8,Zomato,3600.0,13.4,Afternoon,Motorcycle,19,2,1.89,monsoon,70.8,288.4,29.9,74.8,61.2
Bangalore,1.129,Swiggy,4000.0,9.8,Mixed,Scooter,10,2,1.94,summer,85.1,32.5,23.0,44.1,49.5
Delhi,0.859,Swiggy,3800.0,9.0,Evening,Scooter,6,4,1.99,summer,186.5,22.2,44.9,100.0,85.3
Jaipur,0.913,Zomato,3900.0,8.7,Evening,Scooter,14,1,2.65,winter,252.4,5.7,11.7,74.2,55.8
Ahmedabad,1.023,Both,3100.0,8.8,Afternoon,Scooter,45,0,1.45,winter,114.2,3.6,23.9,44.5,45.5
Bangalore,0.982,Swiggy,4300.0,10.5,Night,Motorcycle,21,0,2.53,winter,71.1,53.6,23.4,29.8,38.5
Bangalore,1.2,Zomato,2500.0,7.2,Mixed,Motorcycle,2,0,1.78,summer,68.6,25.8,27.0,37.0,46.3
Delhi,0.8,Zomato,3400.0,10.9,Night,Scooter,2,1,2.09,monsoon,46.4,108.6,33.1,88.2,75.1
Mumbai,0.954,Both,4400.0,6.0,Evening,Bicycle,19,0,0.87,monsoon,64.8,580.5,29.8,79.2,81.0
Delhi,1.094,Swiggy,3400.0,10.3,Night,Scooter,3,4,2.85,monsoon,92.8,100.2,28.8,98.5,90.0
Mumbai,0.947,Swiggy,3200.0,10.9,Afternoon,Scooter,6,1,2.12,summer,79.2,12.4,31.5,66.7,69.7
Mumbai,1.0,Swiggy,5300.0,10.6,Morning,Scooter,15,0,2.47,winter,173.8,4.7,25.6,73.0,72.6
Chennai,1.2,Zomato,4600.0,9.5,Night,Motorcycle,3,0,2.89,summer,107.9,61.4,38.7,72.4,74.5
Mumbai,1.008,Zomato,3600.0,9.8,Morning,Motorcycle,11,1,1.77,summer,107.3,0.0,35.4,70.3,71.1
Mumbai,1.168,Swiggy,2700.0,8.2,Morning,Scooter,5,1,1.8,monsoon,84.9,462.1,29.5,83.6,90.0
Bangalore,1.078,Swiggy,2000.0,6.8,Night,Motorcycle,4,3,0.57,summer,54.6,6.9,26.5,35.7,51.1
Bangalore,1.088,Zomato,4100.0,9.5,Evening,Scooter,37,0,2.14,monsoon,48.5,158.7,22.1,31.6,41.9
Mumbai,0.976,Swiggy,4500.0,9.1,Mixed,Scooter,7,1,3.09,summer,75.9,11.9,31.5,71.5,73.7
Mumbai,0.805,Swiggy,3800.0,10.8,Mixed,Scooter,26,0,1.95,summer,104.0,17.5,37.8,64.1,52.7
Mumbai,1.131,Zomato,2100.0,8.7,Morning,Scooter,2,0,1.33,summer,116.8,13.9,31.8,76.9,81.2
Delhi,1.067,Swiggy,3600.0,9.3,Night,Scooter,11,1,2.71,monsoon,100.9,112.7,31.5,88.9,90.0
Kolkata,1.064,Zomato,3100.0,9.6,Afternoon,Motorcycle,35,0,0.85,summer,129.9,11.2,33.3,63.6,58.9
Ahmedabad,0.982,Swiggy,3600.0,10.1,Night,Scooter,30,0,1.51,summer,201.3,3.8,42.4,59.2,43.2
Bangalore,0.922,Zomato,5100.0,10.9,Morning,Scooter,11,1,1.46,monsoon,53.3,129.9,26.3,35.7,42.7
Bangalore,1.159,Both,4100.0,7.1,Evening,Scooter,29,1,2.71,winter,61.6,44.4,23.2,35.3,44.1
Hyderabad,1.039,Swiggy,4000.0,10.4,Night,Motorcycle,5,1,2.18,summer,91.4,18.7,35.3,58.5,56.1
Chennai,0.8,Zomato,3500.0,8.6,Evening,Scooter,27,1,1.53,winter,156.9,93.9,25.0,59.9,47.2
Mumbai,0.994,Both,3800.0,10.3,Evening,Motorcycle,17,1,1.59,winter,111.3,1.2,29.8,66.5,69.2
Mumbai,0.964,Both,2900.0,12.0,Morning,Motorcycle,4,1,2.14,monsoon,70.1,536.8,27.7,79.7,81.3
Bangalore,0.8,Zomato,3900.0,6.0,Morning,Scooter,21,2,2.16,winter,100.2,21.5,24.4,32.2,33.5
Chennai,0.91,Zomato,3300.0,11.4,Night,Scooter,4,1,2.12,summer,83.2,30.8,38.3,68.4,58.8
Mumbai,1.2,Zomato,2800.0,8.8,Evening,Bicycle,4,1,1.46,winter,173.9,11.0,21.9,86.5,90.0
Delhi,0.8,Zomato,4200.0,7.3,Evening,Bicycle,23,1,2.86,summer,170.1,23.9,38.6,90.8,76.3
Delhi,0.861,Both,2000.0,8.1,Afternoon,Scooter,7,1,3.28,summer,242.8,0.0,38.9,88.8,73.5
Delhi,0.8,Zomato,3100.0,6.9,Morning,Motorcycle,14,1,3.13,summer,167.6,0.0,36.4,83.8,63.5
Bangalore,0.81,Swiggy,4000.0,10.0,Night,Motorcycle,2,0,2.98,winter,94.5,38.6,26.7,28.4,31.2
Hyderabad,0.8,Both,4500.0,6.9,Morning,Scooter,14,2,3.9,summer,161.3,22.3,38.9,59.2,43.8
Bangalore,0.858,Swiggy,3900.0,11.4,Night,Scooter,11,0,1.44,monsoon,55.8,20.7,21.2,30.6,35.6
Delhi,1.2,Both,3000.0,10.4,Morning,Scooter,20,0,1.49,winter,388.1,16.9,16.4,97.0,90.0
Mumbai,1.109,Zomato,3500.0,9.5,Mixed,Scooter,5,1,0.89,monsoon,48.6,632.5,32.0,83.6,90.0
Pune,0.969,Both,3700.0,6.0,Afternoon,Scooter,20,1,1.81,summer,115.6,19.9,30.3,48.2,49.4
Bangalore,1.2,Zomato,4700.0,6.4,Mixed,Motorcycle,20,0,1.01,summer,84.1,44.6,29.0,32.2,44.8
Mumbai,0.943,Both,4200.0,8.8,Morning,Scooter,9,1,3.06,winter,159.0,7.4,22.4,76.1,74.3
Delhi,0.885,Swiggy,4200.0,8.9,Evening,Scooter,10,1,2.18,winter,373.4,19.9,12.8,91.9,79.6
